SNID: 2017cbv
SURVEY: UVEXT
SNTYPE: 1
IAUC: 2017cbv
RA:   218.143420 deg
DECL:   -44.134090 deg 
RA_HOST:   218.169750
DEC_HOST:   -44.174420
FILTERS: ugriBomn
REDSHIFT_HELIO: 0.004113 +- 0.00015 
REDSHIFT_CMB: 0.0047809 +- 0.00015 
VPEC: 440.8658 +- 250.0
MWEBV: 0.1453  MW E(B-V)
SEARCH_PEAKMJD: 57826.1
NOBS: 360
NVAR: 7
VARLIST: MJD FILTER FIELD FLUXCAL FLUXCALERR MAG MAGERR
SPEC: 2088.230 2089.774 4.770639E-16 7.019685E-17 1
SPEC: 2089.777 2091.321 5.404642E-16 7.128832E-17 1
SPEC: 2091.324 2092.867 6.188107E-16 7.579019E-17 1
SPEC: 2092.870 2094.414 4.849248E-16 6.831061E-17 1
SPEC: 2094.417 2095.961 4.081464E-16 6.549805E-17 1
SPEC: 2095.964 2097.507 3.998183E-16 6.453994E-17 1
SPEC: 2097.510 2099.054 4.863651E-16 6.854846E-17 1
SPEC: 2099.057 2100.601 4.282201E-16 6.659927E-17 1
SPEC: 2100.604 2102.148 4.863912E-16 6.727660E-17 1
SPEC: 2102.151 2103.694 5.071713E-16 6.923473E-17 1
SPEC: 2103.697 2105.241 4.313747E-16 6.478488E-17 1
SPEC: 2105.244 2106.788 5.141607E-16 6.777344E-17 1
SPEC: 2106.791 2108.334 5.369292E-16 7.041370E-17 1
SPEC: 2108.338 2109.881 3.913113E-16 6.252520E-17 1
SPEC: 2109.884 2111.428 4.605023E-16 6.579525E-17 1
SPEC: 2111.431 2112.975 3.891946E-16 6.186489E-17 1
SPEC: 2112.978 2114.522 3.927240E-16 6.215959E-17 1
SPEC: 2114.525 2116.068 4.444120E-16 6.489685E-17 1
SPEC: 2116.072 2117.615 4.930395E-16 6.558314E-17 1
SPEC: 2117.618 2119.162 4.149475E-16 6.273391E-17 1
SPEC: 2119.165 2120.709 4.795004E-16 6.557407E-17 1
SPEC: 2120.712 2122.256 4.568146E-16 6.392215E-17 1
SPEC: 2122.259 2123.803 5.269913E-16 6.765083E-17 1
SPEC: 2123.806 2125.349 3.999789E-16 6.082978E-17 1
SPEC: 2125.353 2126.896 3.990428E-16 6.073359E-17 1
SPEC: 2126.899 2128.443 3.879957E-16 5.968501E-17 1
SPEC: 2128.446 2129.990 4.133047E-16 6.182073E-17 1
SPEC: 2129.993 2131.537 3.619483E-16 5.852607E-17 1
SPEC: 2131.540 2133.084 4.191985E-16 6.063996E-17 1
SPEC: 2133.087 2134.631 2.557575E-16 5.328684E-17 1
SPEC: 2134.634 2136.178 5.007617E-16 6.489459E-17 1
SPEC: 2136.181 2137.725 3.112392E-16 5.529223E-17 1
SPEC: 2137.728 2139.271 4.040273E-16 5.997670E-17 1
SPEC: 2139.275 2140.818 3.908071E-16 5.917714E-17 1
SPEC: 2140.822 2142.365 3.204525E-16 5.495323E-17 1
SPEC: 2142.369 2143.912 3.282831E-16 5.658289E-17 1
SPEC: 2143.916 2145.459 3.718456E-16 5.786197E-17 1
SPEC: 2145.463 2147.006 3.694634E-16 5.752433E-17 1
SPEC: 2147.010 2148.553 3.018459E-16 5.438358E-17 1
SPEC: 2148.557 2150.100 3.782601E-16 5.719012E-17 1
SPEC: 2150.104 2151.647 4.601294E-16 6.155973E-17 1
SPEC: 2151.651 2153.194 3.306627E-16 5.468251E-17 1
SPEC: 2153.198 2154.741 3.466663E-16 5.620891E-17 1
SPEC: 2154.745 2156.288 2.378217E-16 5.076694E-17 1
SPEC: 2156.292 2157.835 2.756224E-16 5.185825E-17 1
SPEC: 2157.839 2159.382 3.477517E-16 5.501784E-17 1
SPEC: 2159.386 2160.929 3.371305E-16 5.395583E-17 1
SPEC: 2160.933 2162.477 4.238308E-16 5.850193E-17 1
SPEC: 2162.480 2164.024 3.108798E-16 5.305744E-17 1
SPEC: 2164.027 2165.571 2.970333E-16 5.280542E-17 1
SPEC: 2165.574 2167.118 3.973239E-16 5.720203E-17 1
SPEC: 2167.121 2168.665 3.015826E-16 5.229146E-17 1
SPEC: 2168.668 2170.212 2.895612E-16 5.071185E-17 1
SPEC: 2170.216 2171.759 3.136901E-16 5.286510E-17 1
SPEC: 2171.763 2173.306 2.652389E-16 4.972210E-17 1
SPEC: 2173.310 2174.853 2.853260E-16 5.087981E-17 1
SPEC: 2174.857 2176.401 2.757232E-16 5.122399E-17 1
SPEC: 2176.404 2177.948 3.328523E-16 5.278926E-17 1
SPEC: 2177.951 2179.495 2.366275E-16 4.838714E-17 1
SPEC: 2179.498 2181.042 2.852116E-16 5.136771E-17 1
SPEC: 2181.046 2182.589 3.035699E-16 5.095950E-17 1
SPEC: 2182.593 2184.137 2.502642E-16 4.819200E-17 1
SPEC: 2184.140 2185.684 2.214030E-16 4.709013E-17 1
SPEC: 2185.687 2187.231 3.335549E-16 5.139599E-17 1
SPEC: 2187.234 2188.778 3.576805E-16 5.353195E-17 1
SPEC: 2188.782 2190.325 2.517175E-16 4.775588E-17 1
SPEC: 2190.329 2191.873 2.690024E-16 4.840359E-17 1
SPEC: 2191.876 2193.420 3.246573E-16 5.242313E-17 1
SPEC: 2193.423 2194.967 2.766569E-16 4.883270E-17 1
SPEC: 2194.971 2196.514 3.273440E-16 5.144344E-17 1
SPEC: 2196.518 2198.062 3.245023E-16 5.102849E-17 1
SPEC: 2198.065 2199.609 3.269936E-16 5.104892E-17 1
SPEC: 2199.613 2201.156 3.399965E-16 5.195839E-17 1
SPEC: 2201.160 2202.704 1.828169E-16 4.361848E-17 1
SPEC: 2202.707 2204.251 2.937920E-16 4.923701E-17 1
SPEC: 2204.255 2205.798 3.020497E-16 4.941069E-17 1
SPEC: 2205.802 2207.346 2.663430E-16 4.764033E-17 1
SPEC: 2207.349 2208.893 2.771263E-16 4.893082E-17 1
SPEC: 2208.897 2210.440 2.583529E-16 4.728808E-17 1
SPEC: 2210.444 2211.988 2.084982E-16 4.420898E-17 1
SPEC: 2211.991 2213.535 3.559256E-16 5.166017E-17 1
SPEC: 2213.539 2215.082 2.847176E-16 4.836487E-17 1
SPEC: 2215.086 2216.630 1.783167E-16 4.240197E-17 1
SPEC: 2216.633 2218.177 3.322669E-16 5.000802E-17 1
SPEC: 2218.181 2219.725 2.109461E-16 4.401295E-17 1
SPEC: 2219.728 2221.272 2.328763E-16 4.542278E-17 1
SPEC: 2221.276 2222.819 2.706995E-16 4.689713E-17 1
SPEC: 2222.823 2224.367 2.539060E-16 4.670608E-17 1
SPEC: 2224.371 2225.914 3.078575E-16 4.796526E-17 1
SPEC: 2225.918 2227.462 2.894478E-16 4.733823E-17 1
SPEC: 2227.466 2229.009 2.280061E-16 4.491860E-17 1
SPEC: 2229.013 2230.557 2.625388E-16 4.563769E-17 1
SPEC: 2230.560 2232.104 1.571737E-16 4.046058E-17 1
SPEC: 2232.108 2233.652 3.542240E-16 4.991770E-17 1
SPEC: 2233.655 2235.199 2.717038E-16 4.638963E-17 1
SPEC: 2235.203 2236.747 2.930672E-16 4.675452E-17 1
SPEC: 2236.750 2238.294 2.444774E-16 4.461579E-17 1
SPEC: 2238.298 2239.842 3.409815E-16 4.949574E-17 1
SPEC: 2239.846 2241.389 3.205746E-16 4.870041E-17 1
SPEC: 2241.393 2242.937 2.784905E-16 4.598894E-17 1
SPEC: 2242.941 2244.484 3.360390E-16 4.867382E-17 1
SPEC: 2244.488 2246.032 2.484387E-16 4.432223E-17 1
SPEC: 2246.036 2247.579 2.953333E-16 4.610693E-17 1
SPEC: 2247.583 2249.127 2.853513E-16 4.648042E-17 1
SPEC: 2249.131 2250.675 2.835657E-16 4.621260E-17 1
SPEC: 2250.679 2252.222 3.231251E-16 4.756586E-17 1
SPEC: 2252.226 2253.770 3.546976E-16 4.975110E-17 1
SPEC: 2253.774 2255.317 3.312418E-16 4.807809E-17 1
SPEC: 2255.321 2256.865 2.625673E-16 4.478584E-17 1
SPEC: 2256.869 2258.413 3.340447E-16 4.834223E-17 1
SPEC: 2258.417 2259.960 3.750498E-16 4.971377E-17 1
SPEC: 2259.964 2261.508 3.784439E-16 4.971805E-17 1
SPEC: 2261.512 2263.056 3.886253E-16 5.073508E-17 1
SPEC: 2263.060 2264.603 4.276259E-16 5.216916E-17 1
SPEC: 2264.607 2266.151 4.578090E-16 5.269017E-17 1
SPEC: 2266.155 2267.699 5.337317E-16 5.724194E-17 1
SPEC: 2267.703 2269.246 3.862563E-16 4.932834E-17 1
SPEC: 2269.250 2270.794 4.632037E-16 5.310072E-17 1
SPEC: 2270.798 2272.342 4.317481E-16 5.218102E-17 1
SPEC: 2272.346 2273.889 4.384817E-16 5.105924E-17 1
SPEC: 2273.894 2275.437 4.672708E-16 5.301515E-17 1
SPEC: 2275.441 2276.985 5.050886E-16 5.439078E-17 1
SPEC: 2276.989 2278.533 5.828011E-16 5.747146E-17 1
SPEC: 2278.537 2280.080 6.092016E-16 5.945753E-17 1
SPEC: 2280.085 2281.628 5.345994E-16 5.528598E-17 1
SPEC: 2281.632 2283.176 5.899632E-16 5.675060E-17 1
SPEC: 2283.180 2284.724 6.813705E-16 6.060640E-17 1
SPEC: 2284.728 2286.272 5.531587E-16 5.509182E-17 1
SPEC: 2286.276 2287.819 6.545661E-16 6.019851E-17 1
SPEC: 2287.824 2289.367 5.608706E-16 5.593249E-17 1
SPEC: 2289.371 2290.915 4.880764E-16 5.319527E-17 1
SPEC: 2290.919 2292.463 6.512093E-16 5.897771E-17 1
SPEC: 2292.467 2294.011 7.422317E-16 6.249071E-17 1
SPEC: 2294.015 2295.559 7.477455E-16 6.247105E-17 1
SPEC: 2295.563 2297.106 7.727442E-16 6.339841E-17 1
SPEC: 2297.111 2298.654 8.542045E-16 6.614652E-17 1
SPEC: 2298.658 2300.202 8.418090E-16 6.522042E-17 1
SPEC: 2300.206 2301.750 7.811946E-16 6.307278E-17 1
SPEC: 2301.754 2303.298 7.954264E-16 6.426955E-17 1
SPEC: 2303.302 2304.846 9.496415E-16 6.757084E-17 1
SPEC: 2304.850 2306.394 1.014815E-15 7.114193E-17 1
SPEC: 2306.398 2307.942 9.125569E-16 6.673256E-17 1
SPEC: 2307.946 2309.490 9.823029E-16 6.882148E-17 1
SPEC: 2309.494 2311.038 1.142125E-15 7.436362E-17 1
SPEC: 2311.042 2312.585 9.866222E-16 6.842911E-17 1
SPEC: 2312.590 2314.133 1.079204E-15 7.287401E-17 1
SPEC: 2314.138 2315.681 1.143024E-15 7.253494E-17 1
SPEC: 2315.686 2317.229 9.528102E-16 6.838519E-17 1
SPEC: 2317.234 2318.777 1.240332E-15 7.641165E-17 1
SPEC: 2318.782 2320.325 1.237932E-15 7.566983E-17 1
SPEC: 2320.330 2321.873 1.201675E-15 7.481100E-17 1
SPEC: 2321.878 2323.421 1.226240E-15 7.618181E-17 1
SPEC: 2323.426 2324.969 1.195960E-15 7.361988E-17 1
SPEC: 2324.974 2326.517 1.287684E-15 7.639326E-17 1
SPEC: 2326.522 2328.065 1.219162E-15 7.556624E-17 1
SPEC: 2328.070 2329.614 1.401153E-15 7.968404E-17 1
SPEC: 2329.618 2331.162 1.470445E-15 8.171991E-17 1
SPEC: 2331.166 2332.710 1.275463E-15 7.543985E-17 1
SPEC: 2332.714 2334.258 1.441831E-15 8.234130E-17 1
SPEC: 2334.262 2335.806 1.280098E-15 7.463257E-17 1
SPEC: 2335.810 2337.354 1.309685E-15 7.802075E-17 1
SPEC: 2337.358 2338.902 1.479642E-15 8.136094E-17 1
SPEC: 2338.906 2340.450 1.384240E-15 7.896065E-17 1
SPEC: 2340.455 2341.998 1.385308E-15 7.930366E-17 1
SPEC: 2342.003 2343.546 1.348522E-15 7.695797E-17 1
SPEC: 2343.551 2345.095 1.334165E-15 7.915563E-17 1
SPEC: 2345.099 2346.643 9.237365E-16 6.590476E-17 1
SPEC: 2346.647 2348.191 1.265441E-15 7.534563E-17 1
SPEC: 2348.195 2349.739 1.504576E-15 8.181419E-17 1
SPEC: 2349.743 2351.287 1.532417E-15 8.234120E-17 1
SPEC: 2351.292 2352.835 1.365361E-15 7.790865E-17 1
SPEC: 2352.840 2354.384 1.323694E-15 7.818652E-17 1
SPEC: 2354.388 2355.932 1.154603E-15 7.187865E-17 1
SPEC: 2355.936 2357.480 1.408137E-15 7.879736E-17 1
SPEC: 2357.485 2359.028 1.445236E-15 8.038846E-17 1
SPEC: 2359.033 2360.576 1.348103E-15 7.615708E-17 1
SPEC: 2360.581 2362.125 1.492009E-15 8.152335E-17 1
SPEC: 2362.129 2363.673 1.573553E-15 8.245223E-17 1
SPEC: 2363.677 2365.221 1.473068E-15 8.010685E-17 1
SPEC: 2365.226 2366.769 1.395741E-15 7.906078E-17 1
SPEC: 2366.774 2368.318 1.484731E-15 7.946981E-17 1
SPEC: 2368.322 2369.866 1.620493E-15 8.341281E-17 1
SPEC: 2369.871 2371.414 1.288289E-15 7.490451E-17 1
SPEC: 2371.419 2372.963 1.451057E-15 7.871451E-17 1
SPEC: 2372.967 2374.511 1.369435E-15 7.753212E-17 1
SPEC: 2374.516 2376.059 1.150809E-15 7.147243E-17 1
SPEC: 2376.064 2377.608 1.209776E-15 7.372694E-17 1
SPEC: 2377.612 2379.156 1.434000E-15 7.845604E-17 1
SPEC: 2379.161 2380.704 1.321712E-15 7.439501E-17 1
SPEC: 2380.709 2382.253 1.300549E-15 7.552186E-17 1
SPEC: 2382.257 2383.801 1.091980E-15 6.948496E-17 1
SPEC: 2383.806 2385.349 7.783946E-16 5.969946E-17 1
SPEC: 2385.354 2386.898 1.033733E-15 6.884184E-17 1
SPEC: 2386.902 2388.446 1.353753E-15 7.519082E-17 1
SPEC: 2388.451 2389.995 1.508991E-15 8.104377E-17 1
SPEC: 2389.999 2391.543 1.446279E-15 7.756103E-17 1
SPEC: 2391.548 2393.091 1.358014E-15 7.654806E-17 1
SPEC: 2393.096 2394.640 1.205319E-15 7.202836E-17 1
SPEC: 2394.645 2396.188 1.444157E-15 7.844789E-17 1
SPEC: 2396.193 2397.737 1.391732E-15 7.694728E-17 1
SPEC: 2397.741 2399.285 1.396617E-15 7.635595E-17 1
SPEC: 2399.290 2400.834 1.396925E-15 7.735484E-17 1
SPEC: 2400.838 2402.382 1.552081E-15 7.955369E-17 1
SPEC: 2402.387 2403.931 1.481229E-15 7.856217E-17 1
SPEC: 2403.935 2405.479 1.494772E-15 7.959073E-17 1
SPEC: 2405.484 2407.028 1.491136E-15 7.864936E-17 1
SPEC: 2407.032 2408.576 1.431192E-15 7.782050E-17 1
SPEC: 2408.581 2410.125 1.458989E-15 7.721703E-17 1
SPEC: 2410.129 2411.673 1.532837E-15 8.002289E-17 1
SPEC: 2411.678 2413.222 1.465185E-15 7.827942E-17 1
SPEC: 2413.227 2414.770 1.283963E-15 7.247047E-17 1
SPEC: 2414.775 2416.319 1.380146E-15 7.634884E-17 1
SPEC: 2416.324 2417.867 1.248511E-15 7.185924E-17 1
SPEC: 2417.872 2419.416 1.214495E-15 7.214813E-17 1
SPEC: 2419.421 2420.964 1.274464E-15 7.279168E-17 1
SPEC: 2420.969 2422.513 1.455373E-15 7.824636E-17 1
SPEC: 2422.518 2424.062 1.284840E-15 7.279386E-17 1
SPEC: 2424.067 2425.610 1.347595E-15 7.434838E-17 1
SPEC: 2425.615 2427.159 1.354258E-15 7.551539E-17 1
SPEC: 2427.164 2428.708 1.304581E-15 7.345728E-17 1
SPEC: 2428.712 2430.256 1.303737E-15 7.322837E-17 1
SPEC: 2430.261 2431.805 1.312636E-15 7.400585E-17 1
SPEC: 2431.810 2433.353 1.091545E-15 6.770420E-17 1
SPEC: 2433.358 2434.902 1.223764E-15 7.102044E-17 1
SPEC: 2434.907 2436.451 1.270505E-15 7.345666E-17 1
SPEC: 2436.456 2437.999 1.159044E-15 6.978096E-17 1
SPEC: 2438.005 2439.548 1.190230E-15 7.137113E-17 1
SPEC: 2439.553 2441.097 1.100576E-15 6.738035E-17 1
SPEC: 2441.102 2442.646 1.124895E-15 6.823099E-17 1
SPEC: 2442.651 2444.194 1.144374E-15 6.948053E-17 1
SPEC: 2444.199 2445.743 1.289128E-15 7.211226E-17 1
SPEC: 2445.748 2447.292 1.174662E-15 7.012098E-17 1
SPEC: 2447.297 2448.841 1.061275E-15 6.626784E-17 1
SPEC: 2448.846 2450.389 1.196049E-15 7.083659E-17 1
SPEC: 2450.394 2451.938 1.201904E-15 7.082375E-17 1
SPEC: 2451.943 2453.487 1.184394E-15 6.997997E-17 1
SPEC: 2453.492 2455.036 1.330777E-15 7.338132E-17 1
SPEC: 2455.041 2456.584 1.257271E-15 7.090498E-17 1
SPEC: 2456.590 2458.133 1.200835E-15 6.953255E-17 1
SPEC: 2458.138 2459.682 1.118096E-15 6.787194E-17 1
SPEC: 2459.687 2461.231 1.276399E-15 7.212855E-17 1
SPEC: 2461.236 2462.780 1.253555E-15 7.124601E-17 1
SPEC: 2462.785 2464.329 1.191626E-15 6.986293E-17 1
SPEC: 2464.334 2465.877 1.154002E-15 6.880138E-17 1
SPEC: 2465.883 2467.426 1.442510E-15 7.475514E-17 1
SPEC: 2467.431 2468.975 1.503278E-15 7.838347E-17 1
SPEC: 2468.980 2470.524 1.535133E-15 7.809698E-17 1
SPEC: 2470.529 2472.073 1.651581E-15 7.990499E-17 1
SPEC: 2472.078 2473.622 1.600264E-15 8.025194E-17 1
SPEC: 2473.627 2475.171 1.875572E-15 8.491761E-17 1
SPEC: 2475.176 2476.720 1.725090E-15 8.192671E-17 1
SPEC: 2476.725 2478.268 1.886975E-15 8.670488E-17 1
SPEC: 2478.274 2479.817 2.017407E-15 8.630678E-17 1
SPEC: 2479.823 2481.366 1.929433E-15 8.616930E-17 1
SPEC: 2481.372 2482.915 1.907092E-15 8.698708E-17 1
SPEC: 2482.921 2484.464 1.884658E-15 8.266337E-17 1
SPEC: 2484.470 2486.013 2.187159E-15 9.182408E-17 1
SPEC: 2486.019 2487.562 2.140028E-15 9.018779E-17 1
SPEC: 2487.567 2489.111 2.095408E-15 8.927870E-17 1
SPEC: 2489.116 2490.660 2.027315E-15 8.786118E-17 1
SPEC: 2490.665 2492.209 2.284790E-15 9.385095E-17 1
SPEC: 2492.214 2493.758 2.205740E-15 9.125295E-17 1
SPEC: 2493.764 2495.307 2.493358E-15 9.659277E-17 1
SPEC: 2495.313 2496.856 2.629099E-15 9.931757E-17 1
SPEC: 2496.862 2498.405 2.352506E-15 9.366733E-17 1
SPEC: 2498.411 2499.954 2.541014E-15 9.752680E-17 1
SPEC: 2499.960 2501.503 2.563509E-15 9.801348E-17 1
SPEC: 2501.509 2503.052 2.481232E-15 9.530718E-17 1
SPEC: 2503.058 2504.602 2.692430E-15 1.009675E-16 1
SPEC: 2504.607 2506.151 2.471082E-15 9.585788E-17 1
SPEC: 2506.156 2507.700 2.648007E-15 9.882519E-17 1
SPEC: 2507.705 2509.249 2.845748E-15 1.030567E-16 1
SPEC: 2509.254 2510.798 2.696039E-15 9.966741E-17 1
SPEC: 2510.803 2512.347 2.821286E-15 1.028552E-16 1
SPEC: 2512.352 2513.896 2.580064E-15 9.692041E-17 1
SPEC: 2513.902 2515.445 2.780815E-15 1.009698E-16 1
SPEC: 2515.451 2516.994 2.807872E-15 1.018360E-16 1
SPEC: 2517.000 2518.544 2.746827E-15 9.988411E-17 1
SPEC: 2518.549 2520.093 2.967844E-15 1.047635E-16 1
SPEC: 2520.098 2521.642 2.879616E-15 1.047907E-16 1
SPEC: 2521.647 2523.191 3.153866E-15 1.052172E-16 1
SPEC: 2523.197 2524.740 2.799875E-15 1.020773E-16 1
SPEC: 2524.746 2526.289 3.187129E-15 1.073725E-16 1
SPEC: 2526.295 2527.839 3.001997E-15 1.050620E-16 1
SPEC: 2527.844 2529.388 3.061771E-15 1.058936E-16 1
SPEC: 2529.393 2530.937 3.093321E-15 1.053331E-16 1
SPEC: 2530.943 2532.486 3.394399E-15 1.116964E-16 1
SPEC: 2532.492 2534.036 3.399301E-15 1.102892E-16 1
SPEC: 2534.041 2535.585 3.150115E-15 1.069591E-16 1
SPEC: 2535.590 2537.134 3.329573E-15 1.106138E-16 1
SPEC: 2537.140 2538.683 3.272862E-15 1.082612E-16 1
SPEC: 2538.689 2540.233 3.177055E-15 1.074919E-16 1
SPEC: 2540.238 2541.782 3.360959E-15 1.104423E-16 1
SPEC: 2541.788 2543.331 3.416721E-15 1.105914E-16 1
SPEC: 2543.337 2544.881 3.258388E-15 1.100704E-16 1
SPEC: 2544.886 2546.430 3.507608E-15 1.103008E-16 1
SPEC: 2546.436 2547.979 3.422066E-15 1.114575E-16 1
SPEC: 2547.985 2549.529 3.455058E-15 1.109762E-16 1
SPEC: 2549.534 2551.078 3.232452E-15 1.077754E-16 1
SPEC: 2551.084 2552.627 3.476065E-15 1.126033E-16 1
SPEC: 2552.633 2554.177 3.472433E-15 1.105725E-16 1
SPEC: 2554.182 2555.726 3.526019E-15 1.146763E-16 1
SPEC: 2555.732 2557.275 3.291890E-15 1.092456E-16 1
SPEC: 2557.281 2558.825 3.251948E-15 1.068931E-16 1
SPEC: 2558.831 2560.374 3.393951E-15 1.117373E-16 1
SPEC: 2560.380 2561.924 3.679312E-15 1.140610E-16 1
SPEC: 2561.929 2563.473 3.140890E-15 1.058339E-16 1
SPEC: 2563.479 2565.022 3.223014E-15 1.089027E-16 1
SPEC: 2565.028 2566.572 3.290047E-15 1.072367E-16 1
SPEC: 2566.578 2568.121 3.354642E-15 1.097718E-16 1
SPEC: 2568.127 2569.671 3.340559E-15 1.092528E-16 1
SPEC: 2569.677 2571.220 2.988361E-15 1.017684E-16 1
SPEC: 2571.226 2572.770 3.013456E-15 1.044305E-16 1
SPEC: 2572.776 2574.319 2.910625E-15 1.021986E-16 1
SPEC: 2574.325 2575.869 3.097166E-15 1.060602E-16 1
SPEC: 2575.875 2577.418 2.787469E-15 1.007418E-16 1
SPEC: 2577.424 2578.968 2.715838E-15 9.862809E-17 1
SPEC: 2578.974 2580.517 2.829535E-15 9.999799E-17 1
SPEC: 2580.523 2582.067 2.661108E-15 9.813916E-17 1
SPEC: 2582.073 2583.616 2.720740E-15 9.771598E-17 1
SPEC: 2583.622 2585.166 2.571495E-15 9.686989E-17 1
SPEC: 2585.172 2586.715 2.457407E-15 9.384125E-17 1
SPEC: 2586.721 2588.265 1.811427E-15 8.263049E-17 1
SPEC: 2588.271 2589.815 1.795164E-15 7.972137E-17 1
SPEC: 2589.820 2591.364 2.323388E-15 9.180930E-17 1
SPEC: 2591.370 2592.914 2.452717E-15 9.432493E-17 1
SPEC: 2592.920 2594.463 2.384634E-15 9.388803E-17 1
SPEC: 2594.469 2596.013 2.064943E-15 8.770351E-17 1
SPEC: 2596.019 2597.563 2.063430E-15 8.725361E-17 1
SPEC: 2597.569 2599.112 1.671553E-15 7.815324E-17 1
SPEC: 2599.118 2600.662 1.527738E-15 7.472427E-17 1
SPEC: 2600.668 2602.212 1.260576E-15 6.820408E-17 1
SPEC: 2602.217 2603.761 1.599164E-15 7.743086E-17 1
SPEC: 2603.767 2605.311 1.977780E-15 8.507728E-17 1
SPEC: 2605.317 2606.861 1.922520E-15 8.419366E-17 1
SPEC: 2606.867 2608.410 1.952310E-15 8.370347E-17 1
SPEC: 2608.416 2609.960 2.023315E-15 8.573577E-17 1
SPEC: 2609.966 2611.510 1.905295E-15 8.326104E-17 1
SPEC: 2611.516 2613.059 1.544786E-15 7.474922E-17 1
SPEC: 2613.065 2614.609 1.944278E-15 8.446977E-17 1
SPEC: 2614.615 2616.159 2.301066E-15 9.077318E-17 1
SPEC: 2616.165 2617.708 2.135067E-15 8.778242E-17 1
SPEC: 2617.715 2619.258 2.229204E-15 9.037143E-17 1
SPEC: 2619.264 2620.808 2.422657E-15 9.405012E-17 1
SPEC: 2620.814 2622.358 2.331259E-15 9.085758E-17 1
SPEC: 2622.364 2623.908 2.415146E-15 9.245296E-17 1
SPEC: 2623.914 2625.457 2.378507E-15 9.275352E-17 1
SPEC: 2625.463 2627.007 2.379395E-15 9.273917E-17 1
SPEC: 2627.013 2628.557 2.218474E-15 8.866928E-17 1
SPEC: 2628.563 2630.107 2.443671E-15 9.456060E-17 1
SPEC: 2630.113 2631.657 2.630429E-15 9.703321E-17 1
SPEC: 2631.663 2633.206 2.520326E-15 9.489271E-17 1
SPEC: 2633.213 2634.756 2.595294E-15 9.623727E-17 1
SPEC: 2634.762 2636.306 2.858471E-15 1.013630E-16 1
SPEC: 2636.312 2637.856 2.815125E-15 9.967606E-17 1
SPEC: 2637.862 2639.406 2.694699E-15 9.811020E-17 1
SPEC: 2639.412 2640.956 3.116248E-15 1.046531E-16 1
SPEC: 2640.962 2642.506 3.185098E-15 1.058969E-16 1
SPEC: 2642.512 2644.055 3.022124E-15 1.033325E-16 1
SPEC: 2644.062 2645.605 3.354597E-15 1.081700E-16 1
SPEC: 2645.612 2647.155 3.289441E-15 1.085458E-16 1
SPEC: 2647.161 2648.705 3.584321E-15 1.118479E-16 1
SPEC: 2648.711 2650.255 3.445439E-15 1.119834E-16 1
SPEC: 2650.261 2651.805 3.585388E-15 1.119171E-16 1
SPEC: 2651.811 2653.355 3.871974E-15 1.158231E-16 1
SPEC: 2653.361 2654.905 3.756328E-15 1.148209E-16 1
SPEC: 2654.911 2656.455 4.033723E-15 1.188082E-16 1
SPEC: 2656.461 2658.005 4.007528E-15 1.175381E-16 1
SPEC: 2658.011 2659.555 4.406085E-15 1.240170E-16 1
SPEC: 2659.561 2661.105 4.275741E-15 1.235120E-16 1
SPEC: 2661.111 2662.655 4.218155E-15 1.222786E-16 1
SPEC: 2662.661 2664.205 4.211102E-15 1.225428E-16 1
SPEC: 2664.211 2665.755 4.254512E-15 1.217075E-16 1
SPEC: 2665.761 2667.305 4.432099E-15 1.249002E-16 1
SPEC: 2667.311 2668.855 4.252151E-15 1.216975E-16 1
SPEC: 2668.861 2670.405 4.450348E-15 1.247528E-16 1
SPEC: 2670.411 2671.955 4.533339E-15 1.287075E-16 1
SPEC: 2671.961 2673.505 4.474408E-15 1.240367E-16 1
SPEC: 2673.512 2675.055 4.554019E-15 1.285495E-16 1
SPEC: 2675.062 2676.605 4.618558E-15 1.271268E-16 1
SPEC: 2676.612 2678.155 4.642603E-15 1.257018E-16 1
SPEC: 2678.162 2679.705 4.698875E-15 1.300400E-16 1
SPEC: 2679.712 2681.256 4.370128E-15 1.229294E-16 1
SPEC: 2681.262 2682.806 4.578349E-15 1.268105E-16 1
SPEC: 2682.812 2684.356 4.783802E-15 1.323256E-16 1
SPEC: 2684.362 2685.906 4.784433E-15 1.292327E-16 1
SPEC: 2685.912 2687.456 4.660342E-15 1.296169E-16 1
SPEC: 2687.463 2689.006 4.965842E-15 1.317807E-16 1
SPEC: 2689.013 2690.556 4.955480E-15 1.327268E-16 1
SPEC: 2690.563 2692.107 5.179280E-15 1.350650E-16 1
SPEC: 2692.113 2693.657 5.294568E-15 1.389637E-16 1
SPEC: 2693.663 2695.207 5.505350E-15 1.381605E-16 1
SPEC: 2695.214 2696.757 5.220423E-15 1.342502E-16 1
SPEC: 2696.764 2698.307 5.135425E-15 1.368042E-16 1
SPEC: 2698.314 2699.858 5.505904E-15 1.381358E-16 1
SPEC: 2699.864 2701.408 5.406558E-15 1.384819E-16 1
SPEC: 2701.414 2702.958 5.967069E-15 1.474910E-16 1
SPEC: 2702.965 2704.508 5.633547E-15 1.401872E-16 1
SPEC: 2704.515 2706.059 5.801328E-15 1.439731E-16 1
SPEC: 2706.065 2707.609 5.999071E-15 1.448359E-16 1
SPEC: 2707.615 2709.159 6.304875E-15 1.494698E-16 1
SPEC: 2709.166 2710.709 6.256239E-15 1.497795E-16 1
SPEC: 2710.716 2712.260 6.463288E-15 1.516749E-16 1
